Cons._sp.,Resource_sp.
Colpocoryphe sp.,Chauvelicystis ubaghsi
Colpocoryphe sp.,Chauvelicystis spinosa
Colpocoryphe sp.,Chauvelicystis vizcainoi
Colpocoryphe sp.,Chauvelicystis sp.
Colpocoryphe sp.,Sokkaejaecystis sp. 1
Colpocoryphe sp.,Sokkaejaecystis sp. 2
Colpocoryphe sp.,"Cornuta n. gen. 1, n. sp."
Colpocoryphe sp.,"Cornuta n. gen. 2, n. sp."
Colpocoryphe sp.,Flabellicarpus rushtoni
Colpocoryphe sp.,Galliaecystis n. sp.
Colpocoryphe sp.,Galliaecystis ubaghsi
Colpocoryphe sp.,Hanusia n. sp.
Colpocoryphe sp.,Lagynocystis pyramidalis
Colpocoryphe sp.,Nanocarpus cf. dolambii
Colpocoryphe sp.,Phyllocystis blayaci
Colpocoryphe sp.,Procothurnocystis n. sp.
Colpocoryphe sp.,Prokopicystis sp.
Colpocoryphe sp.,Bohemiaecystis n. sp.
Colpocoryphe sp.,Vizcainocarpus sp.
Colpocoryphe sp.,Peltocystis cornuta
Colpocoryphe sp.,Macrocystella bohemica
Colpocoryphe sp.,"""Didymograptus sp. 1"""
Colpocoryphe sp.,Didymograptid indet.
Colpocoryphe sp.,Koremagraptus sp.
Colpocoryphe sp.,Webbyites felix
Colpocoryphe sp.,Rhabdopleura-like epibiont
Pharostomina sp. ,Benthic detritus
Pharostomina sp. ,Plectorthis simplex
Pharostomina sp. ,Angusticardinia sp.
Pharostomina sp. ,Celdobolus sp.
Pharostomina sp. ,Carcassonnella sp.
Pharostomina sp. ,Wiwaxiid
Pharostomina sp. ,Enosiaspis hrungnir
Pharostomina sp. ,Setapedites abundantis
Pharostomina sp. ,Tariccoia tazagurtensis
Pharostomina sp. ,Parabathycheilus gallicus
Pharostomina sp. ,Palaeosphaeronites sp.
Pharostomina sp. ,Palaeosphaeronites? prokopi
Pharostomina sp. ,Aristocystites cf. bohemicus (sinuous?)
Pharostomina sp. ,Balantiocystis regnelli
Pharostomina sp. ,Rhopalocystis destombesi
Pharostomina sp. ,Rhopalocystis fraga
Pharostomina sp. ,Rhopalocystis grandis
Pharostomina sp. ,Rhopalocystis havliceki
Pharostomina sp. ,Rhopalocystis zagoraensis
Pharostomina sp. ,Lingulocystis elongata
Pharostomina sp. ,cf. Pareocrinus
Pharostomina sp. ,Eocrinoidea indet. sp. 1
Pharostomina sp. ,Eocrinoidea indet. sp. 2
Pharostomina sp. ,Eocrinoidea indet.
Pharostomina sp. ,Aethocrinus cf. moorei
Pharostomina sp. ,Rhenopyrgid indet.
Pharostomina sp. ,Amygdalotheca griffei
Pharostomina sp. ,Anatifopsis trapeziiformis
Pharostomina sp. ,Aspidocarpus sp.
Pharostomina sp. ,Chauvelicystis ubaghsi
Pharostomina sp. ,Chauvelicystis spinosa
Pharostomina sp. ,Chauvelicystis vizcainoi
Pharostomina sp. ,Chauvelicystis sp.
Pharostomina sp. ,Sokkaejaecystis sp. 1
Pharostomina sp. ,Sokkaejaecystis sp. 2
Pharostomina sp. ,"Cornuta n. gen. 1, n. sp."
Pharostomina sp. ,"Cornuta n. gen. 2, n. sp."
Pharostomina sp. ,Flabellicarpus rushtoni
Pharostomina sp. ,Galliaecystis n. sp.
Pharostomina sp. ,Galliaecystis ubaghsi
Pharostomina sp. ,Lagynocystis pyramidalis
Pharostomina sp. ,Nanocarpus cf. dolambii
Pharostomina sp. ,Phyllocystis blayaci
Pharostomina sp. ,Procothurnocystis n. sp.
Pharostomina sp. ,Prokopicystis sp.
Pharostomina sp. ,Vizcainocarpus sp.
Pharostomina sp. ,Peltocystis cornuta
Pharostomina sp. ,Macrocystella bohemica
Pharostomina sp. ,"""Didymograptus sp. 1"""
Pharostomina sp. ,Didymograptid indet.
Pharostomina sp. ,Koremagraptus sp.
Pharostomina sp. ,Webbyites felix
Pharostomina sp. ,Rhabdopleura-like epibiont
Prionocheilus sp.,Benthic detritus
Prionocheilus sp.,Plectorthis simplex
Prionocheilus sp.,Angusticardinia sp.
Prionocheilus sp.,Wosekella sp.
Prionocheilus sp.,Celdobolus sp.
Prionocheilus sp.,Carcassonnella sp.
Prionocheilus sp.,Wiwaxiid
Prionocheilus sp.,Furca sp. 1
Prionocheilus sp.,Furca sp. 2
Prionocheilus sp.,Furca sp. 3
Prionocheilus sp.,Enosiaspis hrungnir
Prionocheilus sp.,Setapedites abundantis
Prionocheilus sp.,Tariccoia tazagurtensis
Prionocheilus sp.,Cheloniellid
Prionocheilus sp.,Apatokephalus cf. incisus
Prionocheilus sp.,Orometopus sp.
Prionocheilus sp.,Toletanaspis aff. borni
Prionocheilus sp.,Colpocoryphe thorali
Prionocheilus sp.,Agerina quadrata
Prionocheilus sp.,Geragnostus aff. occitanus
Prionocheilus sp.,Geragnostus sp.
Prionocheilus sp.,Ampyx priscus
Prionocheilus sp.,Parabathycheilus gallicus
Prionocheilus sp.,Nileus deynouxi
Prionocheilus sp.,Palaeosphaeronites sp.
Prionocheilus sp.,Palaeosphaeronites? prokopi
Prionocheilus sp.,Aristocystites cf. bohemicus (sinuous?)
Prionocheilus sp.,Balantiocystis regnelli
Prionocheilus sp.,Rhopalocystis destombesi
Prionocheilus sp.,Rhopalocystis fraga
Prionocheilus sp.,Rhopalocystis grandis
Prionocheilus sp.,Rhopalocystis havliceki
Prionocheilus sp.,Rhopalocystis zagoraensis
Prionocheilus sp.,Lingulocystis elongata
Prionocheilus sp.,cf. Pareocrinus
Prionocheilus sp.,Eocrinoidea indet. sp. 1
Prionocheilus sp.,Eocrinoidea indet. sp. 2
Prionocheilus sp.,Eocrinoidea indet.
Prionocheilus sp.,Aethocrinus cf. moorei
Prionocheilus sp.,Rhenopyrgid indet.
Prionocheilus sp.,Amygdalotheca griffei
Prionocheilus sp.,Anatifopsis trapeziiformis
Prionocheilus sp.,Aspidocarpus sp.
Prionocheilus sp.,Chauvelicystis ubaghsi
Prionocheilus sp.,Chauvelicystis spinosa
Prionocheilus sp.,Chauvelicystis vizcainoi
Prionocheilus sp.,Chauvelicystis sp.
Prionocheilus sp.,Sokkaejaecystis sp. 1
Prionocheilus sp.,Sokkaejaecystis sp. 2
Prionocheilus sp.,"Cornuta n. gen. 1, n. sp."
Prionocheilus sp.,"Cornuta n. gen. 2, n. sp."
Prionocheilus sp.,Flabellicarpus rushtoni
Prionocheilus sp.,Galliaecystis n. sp.
Prionocheilus sp.,Galliaecystis ubaghsi
Prionocheilus sp.,Hanusia n. sp.
Prionocheilus sp.,Lagynocystis pyramidalis
Prionocheilus sp.,Nanocarpus cf. dolambii
Prionocheilus sp.,Phyllocystis blayaci
Prionocheilus sp.,Procothurnocystis n. sp.
Prionocheilus sp.,Prokopicystis sp.
Prionocheilus sp.,Bohemiaecystis n. sp.
Prionocheilus sp.,Vizcainocarpus sp.
Prionocheilus sp.,Peltocystis cornuta
Prionocheilus sp.,Macrocystella bohemica
Prionocheilus sp.,"""Didymograptus sp. 1"""
Prionocheilus sp.,Didymograptid indet.
Prionocheilus sp.,Koremagraptus sp.
Prionocheilus sp.,Webbyites felix
Prionocheilus sp.,Rhabdopleura-like epibiont
Agerina quadrata,Benthic detritus
Agerina quadrata,Plectorthis simplex
Agerina quadrata,Angusticardinia sp.
Agerina quadrata,Celdobolus sp.
Agerina quadrata,Carcassonnella sp.
Agerina quadrata,Wiwaxiid
Agerina quadrata,Setapedites abundantis
Agerina quadrata,Balantiocystis regnelli
Agerina quadrata,Rhopalocystis destombesi
Agerina quadrata,Rhopalocystis fraga
Agerina quadrata,Rhopalocystis grandis
Agerina quadrata,Rhopalocystis havliceki
Agerina quadrata,Rhopalocystis zagoraensis
Agerina quadrata,Lingulocystis elongata
Agerina quadrata,cf. Pareocrinus
Agerina quadrata,Eocrinoidea indet. sp. 1
Agerina quadrata,Eocrinoidea indet. sp. 2
Agerina quadrata,Eocrinoidea indet.
Agerina quadrata,Aethocrinus cf. moorei
Agerina quadrata,Chauvelicystis ubaghsi
Agerina quadrata,Chauvelicystis spinosa
Agerina quadrata,Chauvelicystis vizcainoi
Agerina quadrata,Chauvelicystis sp.
Agerina quadrata,Sokkaejaecystis sp. 1
Agerina quadrata,Sokkaejaecystis sp. 2
Agerina quadrata,Peltocystis cornuta
Agerina quadrata,"""Didymograptus sp. 1"""
Agerina quadrata,Didymograptid indet.
Agerina quadrata,Koremagraptus sp.
Agerina quadrata,Webbyites felix
Agerina quadrata,Rhabdopleura-like epibiont
Euloma sp.,suspended organic matter
Euloma sp.,Benthic detritus
Geragnostus aff. occitanus,bacterioplankton
Geragnostus aff. occitanus,Benthic detritus
Geragnostus aff. occitanus,Alga type 1
Geragnostus aff. occitanus,"""Didymograptus sp. 1"""
Geragnostus aff. occitanus,Didymograptid indet.
Geragnostus aff. occitanus,Koremagraptus sp.
Geragnostus aff. occitanus,Webbyites felix
Geragnostus aff. occitanus,Rhabdopleura-like epibiont
Geragnostus sp.,bacterioplankton
Geragnostus sp.,Benthic detritus
Geragnostus sp.,Alga type 1
Geragnostus sp.,"""Didymograptus sp. 1"""
Geragnostus sp.,Didymograptid indet.
Geragnostus sp.,Koremagraptus sp.
Geragnostus sp.,Webbyites felix
Geragnostus sp.,Rhabdopleura-like epibiont
Beltella sp.,Benthic detritus
Beltella sp.,Plectorthis simplex
Beltella sp.,Angusticardinia sp.
Beltella sp.,Celdobolus sp.
Beltella sp.,Carcassonnella sp.
Beltella sp.,Wiwaxiid
Beltella sp.,Enosiaspis hrungnir
Beltella sp.,Setapedites abundantis
Beltella sp.,Tariccoia tazagurtensis
Beltella sp.,Parabathycheilus gallicus
Beltella sp.,Palaeosphaeronites sp.
Beltella sp.,Palaeosphaeronites? prokopi
Beltella sp.,Aristocystites cf. bohemicus (sinuous?)
Beltella sp.,Balantiocystis regnelli
Beltella sp.,Rhopalocystis destombesi
Beltella sp.,Rhopalocystis fraga
Beltella sp.,Rhopalocystis grandis
Beltella sp.,Rhopalocystis havliceki
Beltella sp.,Rhopalocystis zagoraensis
Beltella sp.,Lingulocystis elongata
Beltella sp.,cf. Pareocrinus
Beltella sp.,Eocrinoidea indet. sp. 1
Beltella sp.,Eocrinoidea indet. sp. 2
Beltella sp.,Eocrinoidea indet.
Beltella sp.,Aethocrinus cf. moorei
Beltella sp.,Rhenopyrgid indet.
Beltella sp.,Amygdalotheca griffei
Beltella sp.,Anatifopsis trapeziiformis
Beltella sp.,Aspidocarpus sp.
Beltella sp.,Chauvelicystis ubaghsi
Beltella sp.,Chauvelicystis spinosa
Beltella sp.,Chauvelicystis vizcainoi
Beltella sp.,Chauvelicystis sp.
Beltella sp.,Sokkaejaecystis sp. 1
Beltella sp.,Sokkaejaecystis sp. 2
Beltella sp.,"Cornuta n. gen. 1, n. sp."
Beltella sp.,"Cornuta n. gen. 2, n. sp."
Beltella sp.,Flabellicarpus rushtoni
Beltella sp.,Galliaecystis n. sp.
Beltella sp.,Galliaecystis ubaghsi
Beltella sp.,Lagynocystis pyramidalis
Beltella sp.,Nanocarpus cf. dolambii
Beltella sp.,Phyllocystis blayaci
Beltella sp.,Procothurnocystis n. sp.
Beltella sp.,Prokopicystis sp.
Beltella sp.,Vizcainocarpus sp.
Beltella sp.,Peltocystis cornuta
Beltella sp.,Macrocystella bohemica
Beltella sp.,"""Didymograptus sp. 1"""
Beltella sp.,Didymograptid indet.
Beltella sp.,Koremagraptus sp.
Beltella sp.,Webbyites felix
Beltella sp.,Rhabdopleura-like epibiont
Ampyx priscus,suspended organic matter
Ampyx priscus,Benthic detritus
Megistaspis (Ekeraspis) cf. filacovi,Benthic detritus
Megistaspis (Ekeraspis) sp. indet.,Benthic detritus
Megistaspis (Ekeraspis) hammondi,Benthic detritus
Neseuretus cf. attenuatus,Benthic detritus
Neseuretus cf. attenuatus,Plectorthis simplex
Neseuretus cf. attenuatus,Angusticardinia sp.
Neseuretus cf. attenuatus,Wosekella sp.
Neseuretus cf. attenuatus,Celdobolus sp.
Neseuretus cf. attenuatus,Carcassonnella sp.
Neseuretus cf. attenuatus,Wiwaxiid
Neseuretus cf. attenuatus,Calvapilosa kroegeri
Neseuretus cf. attenuatus,Palaeoscolex cf. tenensis
Neseuretus cf. attenuatus,Furca sp. 1
Neseuretus cf. attenuatus,Furca sp. 2
Neseuretus cf. attenuatus,Furca sp. 3
Neseuretus cf. attenuatus,Enosiaspis hrungnir
Neseuretus cf. attenuatus,Setapedites abundantis
Neseuretus cf. attenuatus,Tariccoia tazagurtensis
Neseuretus cf. attenuatus,Cheloniellid
Neseuretus cf. attenuatus,Apatokephalus cf. incisus
Neseuretus cf. attenuatus,Orometopus sp.
Neseuretus cf. attenuatus,Foulonia peregrina
Neseuretus cf. attenuatus,Foulonia sp.
Neseuretus cf. attenuatus,Toletanaspis aff. borni
Neseuretus cf. attenuatus,Bavarilla zemmourensis
Neseuretus cf. attenuatus,Colpocoryphe thorali
Neseuretus cf. attenuatus,Colpocoryphe pradesensis
Neseuretus cf. attenuatus,Pharostomina sp. 
Neseuretus cf. attenuatus,Agerina quadrata
Neseuretus cf. attenuatus,Geragnostus aff. occitanus
Neseuretus cf. attenuatus,Geragnostus sp.
Neseuretus cf. attenuatus,Beltella sp.
Neseuretus cf. attenuatus,Ampyx priscus
Neseuretus cf. attenuatus,Parabathycheilus gallicus
Neseuretus cf. attenuatus,Eoharpes sp.
Neseuretus cf. attenuatus,Nileus deynouxi
Neseuretus cf. attenuatus,Palaeosphaeronites sp.
Neseuretus cf. attenuatus,Palaeosphaeronites? prokopi
Neseuretus cf. attenuatus,Aristocystites cf. bohemicus (sinuous?)
Neseuretus cf. attenuatus,Balantiocystis regnelli
Neseuretus cf. attenuatus,Rhopalocystis destombesi
Neseuretus cf. attenuatus,Rhopalocystis fraga
Neseuretus cf. attenuatus,Rhopalocystis grandis
Neseuretus cf. attenuatus,Rhopalocystis havliceki
Neseuretus cf. attenuatus,Rhopalocystis zagoraensis
Neseuretus cf. attenuatus,Lingulocystis elongata
Neseuretus cf. attenuatus,cf. Pareocrinus
Neseuretus cf. attenuatus,Eocrinoidea indet. sp. 1
Neseuretus cf. attenuatus,Eocrinoidea indet. sp. 2
Neseuretus cf. attenuatus,Eocrinoidea indet.
Neseuretus cf. attenuatus,Aethocrinus cf. moorei
Neseuretus cf. attenuatus,Rhenopyrgid indet.
Neseuretus cf. attenuatus,Amygdalotheca griffei
Neseuretus cf. attenuatus,Anatifopsis trapeziiformis
Neseuretus cf. attenuatus,Aspidocarpus sp.
Neseuretus cf. attenuatus,Chauvelicystis ubaghsi
Neseuretus cf. attenuatus,Chauvelicystis spinosa
Neseuretus cf. attenuatus,Chauvelicystis vizcainoi
Neseuretus cf. attenuatus,Chauvelicystis sp.
Neseuretus cf. attenuatus,Sokkaejaecystis sp. 1
Neseuretus cf. attenuatus,Sokkaejaecystis sp. 2
Neseuretus cf. attenuatus,"Cornuta n. gen. 1, n. sp."
Neseuretus cf. attenuatus,"Cornuta n. gen. 2, n. sp."
Neseuretus cf. attenuatus,Flabellicarpus rushtoni
Neseuretus cf. attenuatus,Galliaecystis n. sp.
Neseuretus cf. attenuatus,Galliaecystis ubaghsi
Neseuretus cf. attenuatus,Hanusia n. sp.
Neseuretus cf. attenuatus,Lagynocystis pyramidalis
Neseuretus cf. attenuatus,Nanocarpus cf. dolambii
Neseuretus cf. attenuatus,Phyllocystis blayaci
Neseuretus cf. attenuatus,Procothurnocystis n. sp.
Neseuretus cf. attenuatus,Prokopicystis sp.
Neseuretus cf. attenuatus,Bohemiaecystis n. sp.
Neseuretus cf. attenuatus,Vizcainocarpus sp.
Neseuretus cf. attenuatus,Peltocystis cornuta
Neseuretus cf. attenuatus,Macrocystella bohemica
Neseuretus cf. attenuatus,"""Didymograptus sp. 1"""
Neseuretus cf. attenuatus,Didymograptid indet.
Neseuretus cf. attenuatus,Koremagraptus sp.
Neseuretus cf. attenuatus,Webbyites felix
Neseuretus cf. attenuatus,Rhabdopleura-like epibiont
Parabathycheilus gallicus,Benthic detritus
Anacheirurus adserai,Benthic detritus
Anacheirurus adserai,Plectorthis simplex
Anacheirurus adserai,Angusticardinia sp.
Anacheirurus adserai,Wosekella sp.
Anacheirurus adserai,Celdobolus sp.
Anacheirurus adserai,Carcassonnella sp.
Anacheirurus adserai,Wiwaxiid
Anacheirurus adserai,Enosiaspis hrungnir
Anacheirurus adserai,Setapedites abundantis
Anacheirurus adserai,Tariccoia tazagurtensis
Anacheirurus adserai,Orometopus sp.
Anacheirurus adserai,Agerina quadrata
Anacheirurus adserai,Geragnostus aff. occitanus
Anacheirurus adserai,Geragnostus sp.
Anacheirurus adserai,Ampyx priscus
Anacheirurus adserai,Parabathycheilus gallicus
Anacheirurus adserai,Nileus deynouxi
Anacheirurus adserai,Palaeosphaeronites sp.
Anacheirurus adserai,Palaeosphaeronites? prokopi
Anacheirurus adserai,Aristocystites cf. bohemicus (sinuous?)
Anacheirurus adserai,Balantiocystis regnelli
Anacheirurus adserai,Rhopalocystis destombesi
Anacheirurus adserai,Rhopalocystis fraga
Anacheirurus adserai,Rhopalocystis grandis
Anacheirurus adserai,Rhopalocystis havliceki
Anacheirurus adserai,Rhopalocystis zagoraensis
Anacheirurus adserai,Lingulocystis elongata
Anacheirurus adserai,cf. Pareocrinus
Anacheirurus adserai,Eocrinoidea indet. sp. 1
Anacheirurus adserai,Eocrinoidea indet. sp. 2
Anacheirurus adserai,Eocrinoidea indet.
Anacheirurus adserai,Aethocrinus cf. moorei
Anacheirurus adserai,Rhenopyrgid indet.
Anacheirurus adserai,Amygdalotheca griffei
Anacheirurus adserai,Anatifopsis trapeziiformis
Anacheirurus adserai,Aspidocarpus sp.
Anacheirurus adserai,Chauvelicystis ubaghsi
Anacheirurus adserai,Chauvelicystis spinosa
Anacheirurus adserai,Chauvelicystis vizcainoi
Anacheirurus adserai,Chauvelicystis sp.
Anacheirurus adserai,Sokkaejaecystis sp. 1
Anacheirurus adserai,Sokkaejaecystis sp. 2
Anacheirurus adserai,"Cornuta n. gen. 1, n. sp."
Anacheirurus adserai,"Cornuta n. gen. 2, n. sp."
Anacheirurus adserai,Flabellicarpus rushtoni
Anacheirurus adserai,Galliaecystis n. sp.
Anacheirurus adserai,Galliaecystis ubaghsi
Anacheirurus adserai,Lagynocystis pyramidalis
Anacheirurus adserai,Nanocarpus cf. dolambii
Anacheirurus adserai,Phyllocystis blayaci
Anacheirurus adserai,Procothurnocystis n. sp.
Anacheirurus adserai,Prokopicystis sp.
Anacheirurus adserai,Vizcainocarpus sp.
Anacheirurus adserai,Peltocystis cornuta
Anacheirurus adserai,Macrocystella bohemica
Anacheirurus adserai,"""Didymograptus sp. 1"""
Anacheirurus adserai,Didymograptid indet.
Anacheirurus adserai,Koremagraptus sp.
Anacheirurus adserai,Webbyites felix
Anacheirurus adserai,Rhabdopleura-like epibiont
Eoharpes sp.,suspended organic matter
Eoharpes sp.,Benthic detritus
Nileus deynouxi,Benthic detritus
Nileus deynouxi,Plectorthis simplex
Nileus deynouxi,Angusticardinia sp.
Nileus deynouxi,Celdobolus sp.
Nileus deynouxi,Carcassonnella sp.
Nileus deynouxi,Wiwaxiid
Nileus deynouxi,Setapedites abundantis
Nileus deynouxi,Balantiocystis regnelli
Nileus deynouxi,Rhopalocystis destombesi
Nileus deynouxi,Rhopalocystis fraga
Nileus deynouxi,Rhopalocystis grandis
Nileus deynouxi,Rhopalocystis havliceki
Nileus deynouxi,Rhopalocystis zagoraensis
Nileus deynouxi,Lingulocystis elongata
Nileus deynouxi,cf. Pareocrinus
Nileus deynouxi,Eocrinoidea indet. sp. 1
Nileus deynouxi,Eocrinoidea indet. sp. 2
Nileus deynouxi,Eocrinoidea indet.
Nileus deynouxi,Aethocrinus cf. moorei
Nileus deynouxi,Chauvelicystis ubaghsi
Nileus deynouxi,Chauvelicystis spinosa
Nileus deynouxi,Chauvelicystis vizcainoi
Nileus deynouxi,Chauvelicystis sp.
Nileus deynouxi,Sokkaejaecystis sp. 1
Nileus deynouxi,Sokkaejaecystis sp. 2
Nileus deynouxi,Peltocystis cornuta
Nileus deynouxi,"""Didymograptus sp. 1"""
Nileus deynouxi,Didymograptid indet.
Nileus deynouxi,Koremagraptus sp.
Nileus deynouxi,Webbyites felix
Nileus deynouxi,Rhabdopleura-like epibiont
Uralichas,Benthic detritus
Uralichas,Plectorthis simplex
Uralichas,Angusticardinia sp.
Uralichas,Wosekella sp.
Uralichas,Celdobolus sp.
Uralichas,Wiwaxiid
Uralichas,Calvapilosa kroegeri
Uralichas,Plumulites bengtsoni
Uralichas,Large plumulitid
Uralichas,Palaeoscolex cf. tenensis
Uralichas,Furca sp. 1
Uralichas,Furca sp. 2
Uralichas,Furca sp. 3
Uralichas,Enosiaspis hrungnir
Uralichas,Xiphosurid
Uralichas,Tremaglaspis sp.
Uralichas,Cheloniellid
Uralichas,Asaphellus fezouataensis 
Uralichas,Asaphellus sp aff. jujuanus
Uralichas,Asaphellus tataensis
Uralichas,Asaphellus sp.
Uralichas,Playpeltoides carmenae
Uralichas,Symphysurus sicardi
Uralichas,Symphysurus ebbestadi
Uralichas,Symphysurus sp.
Uralichas,Apatokephalus cf. incisus
Uralichas,Orometopus sp.
Uralichas,Foulonia peregrina
Uralichas,Foulonia sp.
Uralichas,Toletanaspis aff. borni
Uralichas,Bavarilla zemmourensis
Uralichas,Bavarilla sp.
Uralichas,Colpocoryphe thorali
Uralichas,Colpocoryphe pradesensis
Uralichas,Colpocoryphe sp.
Uralichas,Pharostomina sp. 
Uralichas,Prionocheilus sp.
Uralichas,Agerina quadrata
Uralichas,Euloma sp.
Uralichas,Beltella sp.
Uralichas,Ampyx priscus
Uralichas,Megistaspis (Ekeraspis) sp. indet.
Uralichas,Parabathycheilus gallicus
Uralichas,Anacheirurus adserai
Uralichas,Eoharpes sp.
Uralichas,Nileus deynouxi
Uralichas,Villebrunaster fezouataensis
Uralichas,Palaeosphaeronites sp.
Uralichas,Palaeosphaeronites? prokopi
Uralichas,Aristocystites cf. bohemicus (sinuous?)
Uralichas,Balantiocystis regnelli
Uralichas,Rhopalocystis destombesi
Uralichas,Rhopalocystis fraga
Uralichas,Rhopalocystis grandis
Uralichas,Rhopalocystis havliceki
Uralichas,Rhopalocystis zagoraensis
Uralichas,Lingulocystis elongata
Uralichas,cf. Pareocrinus
Uralichas,Eocrinoidea indet. sp. 1
Uralichas,Eocrinoidea indet. sp. 2
Uralichas,Eocrinoidea indet.
Uralichas,Aethocrinus cf. moorei
Uralichas,Rhenopyrgid indet.
Uralichas,Amygdalotheca griffei
Uralichas,Anatifopsis trapeziiformis
Uralichas,Aspidocarpus sp.
Uralichas,Chauvelicystis ubaghsi
Uralichas,Chauvelicystis spinosa
Uralichas,Chauvelicystis vizcainoi
Uralichas,Chauvelicystis sp.
Uralichas,Sokkaejaecystis sp. 1
Uralichas,Sokkaejaecystis sp. 2
Uralichas,"Cornuta n. gen. 1, n. sp."
Uralichas,"Cornuta n. gen. 2, n. sp."
Uralichas,Flabellicarpus rushtoni
Uralichas,Galliaecystis n. sp.
Uralichas,Galliaecystis ubaghsi
Uralichas,Hanusia n. sp.
Uralichas,Lagynocystis pyramidalis
Uralichas,Nanocarpus cf. dolambii
Uralichas,Phyllocystis blayaci
Uralichas,Procothurnocystis n. sp.
Uralichas,Prokopicystis sp.
Uralichas,Bohemiaecystis n. sp.
Uralichas,Vizcainocarpus sp.
Uralichas,Peltocystis cornuta
Uralichas,Macrocystella bohemica
Uralichas,cf. Castericystis
Uralichas,Plasiacystis mobilis
Uralichas,Nimchacystis agterbosi
Uralichas,Elegantilites sp.
Uralichas,Gamalites? sp.
Dactylocephalus sp.,Benthic detritus
Dactylocephalus sp.,Plectorthis simplex
Dactylocephalus sp.,Angusticardinia sp.
Dactylocephalus sp.,Wosekella sp.
Dactylocephalus sp.,Celdobolus sp.
Dactylocephalus sp.,Wiwaxiid
Dactylocephalus sp.,Calvapilosa kroegeri
Dactylocephalus sp.,Plumulites bengtsoni
Dactylocephalus sp.,Large plumulitid
Dactylocephalus sp.,Palaeoscolex cf. tenensis
Dactylocephalus sp.,Furca sp. 1
Dactylocephalus sp.,Furca sp. 2
Dactylocephalus sp.,Furca sp. 3
Dactylocephalus sp.,Enosiaspis hrungnir
Dactylocephalus sp.,Xiphosurid
Dactylocephalus sp.,Tremaglaspis sp.
Dactylocephalus sp.,Cheloniellid
Dactylocephalus sp.,Asaphellus fezouataensis 
Dactylocephalus sp.,Asaphellus sp aff. jujuanus
Dactylocephalus sp.,Asaphellus tataensis
Dactylocephalus sp.,Asaphellus sp.
Dactylocephalus sp.,Playpeltoides carmenae
Dactylocephalus sp.,Symphysurus sicardi
Dactylocephalus sp.,Symphysurus ebbestadi
Dactylocephalus sp.,Symphysurus sp.
Dactylocephalus sp.,Apatokephalus cf. incisus
Dactylocephalus sp.,Orometopus sp.
Dactylocephalus sp.,Foulonia peregrina
Dactylocephalus sp.,Foulonia sp.
Dactylocephalus sp.,Toletanaspis aff. borni
Dactylocephalus sp.,Bavarilla zemmourensis
Dactylocephalus sp.,Bavarilla sp.
Dactylocephalus sp.,Colpocoryphe thorali
Dactylocephalus sp.,Colpocoryphe pradesensis
Dactylocephalus sp.,Colpocoryphe sp.
Dactylocephalus sp.,Pharostomina sp. 
Dactylocephalus sp.,Prionocheilus sp.
Dactylocephalus sp.,Agerina quadrata
Dactylocephalus sp.,Euloma sp.
Dactylocephalus sp.,Beltella sp.
Dactylocephalus sp.,Ampyx priscus
Dactylocephalus sp.,Megistaspis (Ekeraspis) sp. indet.
Dactylocephalus sp.,Parabathycheilus gallicus
Dactylocephalus sp.,Anacheirurus adserai
Dactylocephalus sp.,Eoharpes sp.
Dactylocephalus sp.,Nileus deynouxi
Dactylocephalus sp.,Villebrunaster fezouataensis
Dactylocephalus sp.,Palaeosphaeronites sp.
Dactylocephalus sp.,Palaeosphaeronites? prokopi
Dactylocephalus sp.,Aristocystites cf. bohemicus (sinuous?)
Dactylocephalus sp.,Balantiocystis regnelli
Dactylocephalus sp.,Rhopalocystis destombesi
Dactylocephalus sp.,Rhopalocystis fraga
Dactylocephalus sp.,Rhopalocystis grandis
Dactylocephalus sp.,Rhopalocystis havliceki
Dactylocephalus sp.,Rhopalocystis zagoraensis
Dactylocephalus sp.,Lingulocystis elongata
Dactylocephalus sp.,cf. Pareocrinus
Dactylocephalus sp.,Eocrinoidea indet. sp. 1
Dactylocephalus sp.,Eocrinoidea indet. sp. 2
Dactylocephalus sp.,Eocrinoidea indet.
Dactylocephalus sp.,Aethocrinus cf. moorei
Dactylocephalus sp.,Rhenopyrgid indet.
Dactylocephalus sp.,Amygdalotheca griffei
Dactylocephalus sp.,Anatifopsis trapeziiformis
Dactylocephalus sp.,Aspidocarpus sp.
Dactylocephalus sp.,Chauvelicystis ubaghsi
Dactylocephalus sp.,Chauvelicystis spinosa
Dactylocephalus sp.,Chauvelicystis vizcainoi
Dactylocephalus sp.,Chauvelicystis sp.
Dactylocephalus sp.,Sokkaejaecystis sp. 1
Dactylocephalus sp.,Sokkaejaecystis sp. 2
Dactylocephalus sp.,"Cornuta n. gen. 1, n. sp."
Dactylocephalus sp.,"Cornuta n. gen. 2, n. sp."
Dactylocephalus sp.,Flabellicarpus rushtoni
Dactylocephalus sp.,Galliaecystis n. sp.
Dactylocephalus sp.,Galliaecystis ubaghsi
Dactylocephalus sp.,Hanusia n. sp.
Dactylocephalus sp.,Lagynocystis pyramidalis
Dactylocephalus sp.,Nanocarpus cf. dolambii
Dactylocephalus sp.,Phyllocystis blayaci
Dactylocephalus sp.,Procothurnocystis n. sp.
Dactylocephalus sp.,Prokopicystis sp.
Dactylocephalus sp.,Bohemiaecystis n. sp.
Dactylocephalus sp.,Vizcainocarpus sp.
